Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Team,Start Date,End Date
AC Agar,1,1.0,10.0,1.0,31.0,2.0,2/31,15.5,3.1,30.0,0.0,0.0,Australia,2021-07-01,2021-08-01
AJ Turner,3,2.0,14.0,1.0,60.0,2.0,1/23,30.0,4.28,42.0,0.0,0.0,Australia,2021-07-01,2021-08-01
MR Marsh,3,2.0,6.0,0.0,26.0,1.0,1/7,26.0,4.33,36.0,0.0,0.0,Australia,2021-07-01,2021-08-01
WA Agar,2,2.0,11.0,1.0,39.0,0.0,,,3.54,,0.0,0.0,Australia,2021-07-01,2021-08-01
RP Meredith,1,1.0,5.0,0.0,36.0,0.0,,,7.2,,0.0,0.0,Australia,2021-07-01,2021-08-01
AT Carey,3,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
DT Christian,1,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
MC Henriques,3,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
BR McDermott,2,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
JR Philippe,3,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
MS Wade,3,,,,,,,,,,,,Australia,2021-07-01,2021-08-01
AL Phehlukwayo,3,3.0,27.0,1.0,168.0,6.0,3/56,28.0,6.22,27.0,0.0,0.0,South Africa,2021-07-01,2021-08-01
T Shamsi,3,3.0,28.0,1.0,123.0,5.0,3/46,24.6,4.39,33.6,0.0,0.0,South Africa,2021-07-01,2021-08-01
KA Maharaj,3,3.0,29.0,1.0,139.0,3.0,2/51,46.33,4.79,58.0,0.0,0.0,South Africa,2021-07-01,2021-08-01
K Rabada,2,2.0,18.2,2.0,101.0,3.0,2/43,33.66,5.5,36.6,0.0,0.0,South Africa,2021-07-01,2021-08-01
A Nortje,2,2.0,17.1,0.0,101.0,1.0,1/37,101.0,5.88,103.0,0.0,0.0,South Africa,2021-07-01,2021-08-01
LB Williams,1,1.0,8.0,0.0,62.0,1.0,1/62,62.0,7.75,48.0,0.0,0.0,South Africa,2021-07-01,2021-08-01
H Klaasen,1,1.0,2.0,0.0,14.0,0.0,,,7.0,,0.0,0.0,South Africa,2021-07-01,2021-08-01
L Ngidi,1,1.0,8.0,0.0,33.0,0.0,,,4.12,,0.0,0.0,South Africa,2021-07-01,2021-08-01
T Bavuma,3,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
Q de Kock,1,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
JN Malan,3,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
AK Markram,2,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
DA Miller,2,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
K Verreynne,3,,,,,,,,,,,,South Africa,2021-07-01,2021-08-01
T Shamsi,3,3.0,27.4,0.0,135.0,8.0,5/49,16.87,4.87,20.7,0.0,1.0,South Africa,2021-09-01,2021-10-01
KA Maharaj,3,3.0,28.0,1.0,100.0,6.0,3/38,16.66,3.57,28.0,0.0,0.0,South Africa,2021-09-01,2021-10-01
K Rabada,3,3.0,23.0,0.0,128.0,4.0,2/16,32.0,5.56,34.5,0.0,0.0,South Africa,2021-09-01,2021-10-01
GF Linde,2,2.0,15.0,1.0,72.0,3.0,2/32,24.0,4.8,30.0,0.0,0.0,South Africa,2021-09-01,2021-10-01
AK Markram,3,2.0,16.0,0.0,74.0,2.0,1/33,37.0,4.62,48.0,0.0,0.0,South Africa,2021-09-01,2021-10-01
PWA Mulder,2,2.0,6.0,0.0,33.0,2.0,1/3,16.5,5.5,18.0,0.0,0.0,South Africa,2021-09-01,2021-10-01
A Nortje,1,1.0,10.0,0.0,69.0,0.0,,,6.9,,0.0,0.0,South Africa,2021-09-01,2021-10-01
AL Phehlukwayo,3,3.0,11.0,0.0,75.0,0.0,,,6.81,,0.0,0.0,South Africa,2021-09-01,2021-10-01
T Bavuma,1,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
RR Hendricks,2,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
H Klaasen,3,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
JN Malan,3,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
K Verreynne,1,,,,,,,,,,,,South Africa,2021-09-01,2021-10-01
KA Maharaj,1,1.0,1.0,0.0,6.0,0.0,,,6.0,,0.0,0.0,South Africa,2021-11-01,2021-12-01
WD Parnell,1,1.0,1.0,0.0,5.0,0.0,,,5.0,,0.0,0.0,South Africa,2021-11-01,2021-12-01
RR Hendricks,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
SSB Magala,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
JN Malan,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
DA Miller,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
AL Phehlukwayo,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
T Shamsi,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
K Verreynne,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
K Zondo,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
Zubayr Hamza,1,,,,,,,,,,,,South Africa,2021-11-01,2021-12-01
JJ Bumrah,3,3.0,30.0,0.0,137.0,5.0,2/48,27.4,4.56,36.0,0.0,0.0,India,2022-01-01,2022-02-01
M Prasidh Krishna,1,1.0,9.5,0.0,59.0,3.0,3/59,19.66,6.0,19.6,0.0,0.0,India,2022-01-01,2022-02-01
YS Chahal,3,3.0,29.0,0.0,147.0,2.0,1/47,73.5,5.06,87.0,0.0,0.0,India,2022-01-01,2022-02-01
DL Chahar,1,1.0,8.0,0.0,53.0,2.0,2/53,26.5,6.62,24.0,0.0,0.0,India,2022-01-01,2022-02-01
R Ashwin,2,2.0,20.0,1.0,121.0,1.0,1/53,121.0,6.05,120.0,0.0,0.0,India,2022-01-01,2022-02-01
SN Thakur,2,2.0,15.0,1.0,107.0,1.0,1/35,107.0,7.13,90.0,0.0,0.0,India,2022-01-01,2022-02-01
SS Iyer,3,2.0,3.1,0.0,22.0,0.0,,,6.94,,0.0,0.0,India,2022-01-01,2022-02-01
VR Iyer,2,1.0,5.0,0.0,28.0,0.0,,,5.6,,0.0,0.0,India,2022-01-01,2022-02-01
B Kumar,2,2.0,18.0,0.0,131.0,0.0,,,7.27,,0.0,0.0,India,2022-01-01,2022-02-01
J Yadav,1,1.0,10.0,0.0,53.0,0.0,,,5.3,,0.0,0.0,India,2022-01-01,2022-02-01
S Dhawan,3,,,,,,,,,,,,India,2022-01-01,2022-02-01
V Kohli,3,,,,,,,,,,,,India,2022-01-01,2022-02-01
RR Pant,3,,,,,,,,,,,,India,2022-01-01,2022-02-01
KL Rahul,3,,,,,,,,,,,,India,2022-01-01,2022-02-01
SA Yadav,1,,,,,,,,,,,,India,2022-01-01,2022-02-01
Mujeeb Ur Rahman,3,3.0,26.4,1.0,100.0,7.0,4/32,14.28,3.75,22.8,1.0,0.0,Afghanistan,2022-01-01,2022-02-01
Rashid Khan,3,3.0,27.0,0.0,99.0,6.0,3/31,16.5,3.66,27.0,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Fareed Ahmad,2,2.0,16.0,1.0,52.0,3.0,2/29,17.33,3.25,32.0,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Qais Ahmad,1,1.0,7.4,0.0,32.0,3.0,3/32,10.66,4.17,15.3,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Yamin Ahmadzai,2,2.0,19.0,1.0,84.0,3.0,2/34,28.0,4.42,38.0,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Azmatullah Omarzai,1,1.0,6.0,0.0,23.0,1.0,1/23,23.0,3.83,36.0,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Fazalhaq Farooqi,1,1.0,6.0,1.0,30.0,1.0,1/30,30.0,5.0,36.0,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Gulbadin Naib,2,2.0,13.0,0.0,56.0,0.0,,,4.3,,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Shahidullah,1,1.0,3.0,0.0,16.0,0.0,,,5.33,,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Sharafuddin Ashraf,2,2.0,14.0,1.0,46.0,0.0,,,3.28,,0.0,0.0,Afghanistan,2022-01-01,2022-02-01
Hashmatullah Shahidi,3,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
Najibullah Zadran,3,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
Rahmanullah Gurbaz,3,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
Rahmat Shah,3,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
Riaz Hassan,1,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
Usman Ghani,2,,,,,,,,,,,,Afghanistan,2022-01-01,2022-02-01
AL Phehlukwayo,3,3.0,20.0,0.0,110.0,6.0,3/40,18.33,5.5,20.0,0.0,0.0,South Africa,2022-01-01,2022-02-01
L Ngidi,3,3.0,28.0,0.0,157.0,5.0,3/58,31.4,5.6,33.6,0.0,0.0,South Africa,2022-01-01,2022-02-01
T Shamsi,2,2.0,19.0,1.0,109.0,4.0,2/52,27.25,5.73,28.5,0.0,0.0,South Africa,2022-01-01,2022-02-01
KA Maharaj,3,3.0,29.0,0.0,133.0,3.0,1/39,44.33,4.58,58.0,0.0,0.0,South Africa,2022-01-01,2022-02-01
SSB Magala,2,2.0,18.0,0.0,133.0,2.0,1/64,66.5,7.38,54.0,0.0,0.0,South Africa,2022-01-01,2022-02-01
AK Markram,3,3.0,17.0,0.0,85.0,2.0,1/30,42.5,5.0,51.0,0.0,0.0,South Africa,2022-01-01,2022-02-01
D Pretorius,1,1.0,9.2,0.0,54.0,2.0,2/54,27.0,5.78,28.0,0.0,0.0,South Africa,2022-01-01,2022-02-01
M Jansen,1,1.0,9.0,0.0,49.0,0.0,,,5.44,,0.0,0.0,South Africa,2022-01-01,2022-02-01
T Bavuma,3,,,,,,,,,,,,South Africa,2022-01-01,2022-02-01
Q de Kock,3,,,,,,,,,,,,South Africa,2022-01-01,2022-02-01
JN Malan,3,,,,,,,,,,,,South Africa,2022-01-01,2022-02-01
DA Miller,3,,,,,,,,,,,,South Africa,2022-01-01,2022-02-01
HE van der Dussen,3,,,,,,,,,,,,South Africa,2022-01-01,2022-02-01
M Prasidh Krishna,3,3.0,27.1,4.0,68.0,9.0,4/12,7.55,2.5,18.1,1.0,0.0,India,2022-02-01,2022-03-01
YS Chahal,2,2.0,19.5,0.0,94.0,5.0,4/49,18.8,4.73,23.8,1.0,0.0,India,2022-02-01,2022-03-01
